timestamp,open,high,low,close,volume,t,oi
2021-01-01 09:15:00,13991.6,14020.7999,13991.2,14013.2999,0,1609472700,0
2021-01-01 09:16:00,14014.8999,14019.5,14005.7999,14008.6,0,1609472760,0
2021-01-01 09:17:00,14007.7999,14014.1,14003.5,14012.6,0,1609472820,0
2021-01-01 09:18:00,14013.7,14019.7999,14013.0,14017.1,0,1609472880,0
2021-01-01 09:19:00,14015.7999,14018.7,14009.2999,14015.2999,0,1609472940,0
2021-01-01 09:20:00,14011.7999,14021.7,14005.3999,14020.7,0,1609473000,0
2021-01-01 09:21:00,14020.2,14023.3999,14018.1,14018.7,0,1609473060,0
2021-01-01 09:22:00,14018.3999,14021.7,14017.0,14020.1,0,1609473120,0
2021-01-01 09:23:00,14020.3999,14020.7,14005.6,14010.2,0,1609473180,0
2021-01-01 09:24:00,14010.0,14014.2999,14007.1,14013.3999,0,1609473240,0
2021-01-01 09:25:00,14013.1,14014.5,14005.7,14007.1,0,1609473300,0
2021-01-01 09:26:00,14007.0,14013.3999,14006.5,14012.6,0,1609473360,0
2021-01-01 09:27:00,14012.2,14014.3999,14011.1,14013.5,0,1609473420,0
2021-01-01 09:28:00,14014.5,14019.8999,14013.0,14017.6,0,1609473480,0
2021-01-01 09:29:00,14018.2,14019.3999,14013.6,14018.5,0,1609473540,0
2021-01-01 09:30:00,14018.0,14028.8999,14017.5,14025.6,0,1609473600,0
2021-01-01 09:31:00,14026.3999,14027.7,14022.0,14024.7999,0,1609473660,0
2021-01-01 09:32:00,14025.8999,14026.6,14021.3999,14024.0,0,1609473720,0
2021-01-01 09:33:00,14023.1,14025.5,14020.1,14020.7999,0,1609473780,0
2021-01-01 09:34:00,14020.7999,14023.1,14018.2999,14021.2,0,1609473840,0
2021-01-01 09:35:00,14020.2999,14021.1,14014.7999,14016.7999,0,1609473900,0
2021-01-01 09:36:00,14016.2,14019.0,14006.8999,14012.0,0,1609473960,0
2021-01-01 09:37:00,14003.3999,14008.2999,14000.1,14006.5,0,1609474020,0
2021-01-01 09:38:00,14006.8999,14017.7999,14005.5,14017.5,0,1609474080,0
2021-01-01 09:39:00,14016.8999,14018.0,14013.7,14017.3999,0,1609474140,0
2021-01-01 09:40:00,14017.1,14020.0,14015.7999,14019.2999,0,1609474200,0
2021-01-01 09:41:00,14020.6,14023.3999,14017.5,14023.2999,0,1609474260,0
2021-01-01 09:42:00,14023.3999,14026.0,14021.2999,14022.7,0,1609474320,0
2021-01-01 09:43:00,14022.8999,14025.1,14021.6,14023.7,0,1609474380,0
2021-01-01 09:44:00,14024.1,14027.2,14023.5,14024.7,0,1609474440,0
2021-01-01 09:45:00,14025.2999,14031.7999,14024.0,14030.8999,0,1609474500,0
2021-01-01 09:46:00,14030.7999,14032.1,14028.2,14030.5,0,1609474560,0
2021-01-01 09:47:00,14031.1,14032.8999,14028.7999,14031.0,0,1609474620,0
