timestamp,open,high,low,close,volume,t,oi
2025-08-08T09:15:00+05:30,24544.25,24578.150390625,24541.30078125,24558.75,0,1754624700,0
2025-08-08T09:16:00+05:30,24559.55,24560.85,24546.35,24555.95,0,1754624760,0
2025-08-08T09:17:00+05:30,24555.9,24569.3,24552.35,24567.65,0,1754624820,0
2025-08-08T09:18:00+05:30,24569.25,24585.5,24563.4,24585.3,0,1754624880,0
2025-08-08T09:19:00+05:30,24582.9,24583.7,24575.3,24575.3,0,1754624940,0
2025-08-08T09:20:00+05:30,24573.35,24581.95,24568.5,24574.45,0,1754625000,0
2025-08-08T09:21:00+05:30,24576.4,24577.1,24564.35,24566.4,0,1754625060,0
2025-08-08T09:22:00+05:30,24566.85,24569.35,24557.45,24565.4,0,1754625120,0
2025-08-08T09:23:00+05:30,24564.25,24567.8,24559.35,24561.6,0,1754625180,0
2025-08-08T09:24:00+05:30,24561.4,24564.5,24557.85,24561,0,1754625240,0
2025-08-08T09:25:00+05:30,24560.4,24562.35,24553.65,24557.7,0,1754625300,0
2025-08-08T09:26:00+05:30,24557.75,24560.4,24551.6,24553.95,0,1754625360,0
2025-08-08T09:27:00+05:30,24554.2,24554.35,24543.4,24545.7,0,1754625420,0
2025-08-08T09:28:00+05:30,24545.8,24545.8,24525.349609375,24525.75,0,1754625480,0
2025-08-08T09:29:00+05:30,24525.8,24527.1,24514.349609375,24515.5,0,1754625540,0
2025-08-08T09:30:00+05:30,24514.95,24523.15,24511.849609375,24515.2,0,1754625600,0
2025-08-08T09:31:00+05:30,24515.5,24518.5,24503.30078125,24517.95,0,1754625660,0
2025-08-08T09:32:00+05:30,24517.75,24518.2,24510.7,24514.9,0,1754625720,0
2025-08-08T09:33:00+05:30,24515.1,24516.45,24510.45,24510.85,0,1754625780,0
2025-08-08T09:34:00+05:30,24510.8,24515.15,24509.2,24509.25,0,1754625840,0
2025-08-08T09:35:00+05:30,24509.2,24511.35,24501.900390625,24502.8,0,1754625900,0
2025-08-08T09:36:00+05:30,24503.05,24516.45,24501.69921875,24516.45,0,1754625960,0
2025-08-08T09:37:00+05:30,24516.55,24521,24516,24520.35,0,1754626020,0
2025-08-08T09:38:00+05:30,24521.1,24532.95,24517.3,24517.65,0,1754626080,0
2025-08-08T09:39:00+05:30,24517.75,24519.25,24512.3,24517,0,1754626140,0
2025-08-08T09:40:00+05:30,24517.55,24517.55,24508.85,24512.15,0,1754626200,0
2025-08-08T09:41:00+05:30,24511.8,24514,24504.1,24505.2,0,1754626260,0
2025-08-08T09:42:00+05:30,24505.25,24505.25,24496.19921875,24496.4,0,1754626320,0
2025-08-08T09:43:00+05:30,24497.8,24503.45,24495.94921875,24502.15,0,1754626380,0
2025-08-08T09:44:00+05:30,24502.55,24502.95,24498.05,24499.75,0,1754626440,0
2025-08-08T09:45:00+05:30,24500,24500.1,24490.599609375,24496.55,0,1754626500,0
2025-08-08T09:46:00+05:30,24495.95,24506.6,24495.95,24497.15,0,1754626560,0
2025-08-08T09:47:00+05:30,24497.45,24497.9,24489.150390625,24489.55,0,1754626620,0
2025-08-08T09:48:00+05:30,24490.25,24495.1,24489.55,24489.85,0,1754626680,0
2025-08-08T09:49:00+05:30,24489.85,24492.2,24483.900390625,24484.7,0,1754626740,0
2025-08-08T09:50:00+05:30,24484.05,24488.05,24481.150390625,24481.5,0,1754626800,0
2025-08-08T09:51:00+05:30,24481.5,24484.85,24479.69921875,24484.65,0,1754626860,0
2025-08-08T09:52:00+05:30,24485,24488.6,24478.150390625,24487.6,0,1754626920,0
2025-08-08T09:53:00+05:30,24487.75,24489.5,24480.35,24480.35,0,1754626980,0
2025-08-08T09:54:00+05:30,24481.15,24487.65,24476.80078125,24487.65,0,1754627040,0
2025-08-08T09:55:00+05:30,24487.8,24496.8,24487.8,24494.5,0,1754627100,0
2025-08-08T09:56:00+05:30,24494.1,24494.1,24479.5,24482.2,0,1754627160,0
2025-08-08T09:57:00+05:30,24482.95,24488.95,24480.95,24483.2,0,1754627220,0
2025-08-08T09:58:00+05:30,24482.65,24485.2,24478.85,24484.85,0,1754627280,0
2025-08-08T09:59:00+05:30,24484.4,24484.4,24476.19921875,24477.2,0,1754627340,0
2025-08-08T10:00:00+05:30,24477.15,24480.9,24469.05078125,24469.3,0,1754627400,0
2025-08-08T10:01:00+05:30,24470.35,24471.15,24462.55078125,24467.3,0,1754627460,0
2025-08-08T10:02:00+05:30,24467.7,24467.75,24459.55078125,24461.5,0,1754627520,0
2025-08-08T10:03:00+05:30,24462.1,24462.7,24456.099609375,24458.4,0,1754627580,0
2025-08-08T10:04:00+05:30,24458.05,24458.4,24451.44921875,24452.55,0,1754627640,0
2025-08-08T10:05:00+05:30,24452.6,24452.85,24447.599609375,24448.35,0,1754627700,0
2025-08-08T10:06:00+05:30,24448.55,24449.3,24444.349609375,24446.15,0,1754627760,0
2025-08-08T10:07:00+05:30,24445.85,24446.3,24437.55,24444.85,0,1754627820,0
2025-08-08T10:08:00+05:30,24443.6,24454.75,24442.4,24454.75,0,1754627880,0
2025-08-08T10:09:00+05:30,24455.05,24455.05,24449.5,24451.2,0,1754627940,0
2025-08-08T10:10:00+05:30,24451.35,24459.05,24451.1,24457.15,0,1754628000,0
2025-08-08T10:11:00+05:30,24456.55,24458.85,24455.1,24456.25,0,1754628060,0
