entry_time,entry_price,direction,exit_time,exit_price,pnl,exit_reason,final_pnl,trade_date,day_pnl
2024-12-23 12:14:00+05:30,23769.3,long,2024-12-23 12:15:00+05:30,23758.0,-11.299999999999272,EMA exit,185.9499999999971,2024-12-23,185.9499999999971
2024-12-23 12:15:00+05:30,23758.0,short,2024-12-23 12:17:00+05:30,23776.0,-18.0,EMA exit,167.9499999999971,2024-12-23,167.9499999999971
2024-12-23 12:17:00+05:30,23776.0,long,2024-12-23 12:20:00+05:30,23770.4,-5.599999999998545,EMA exit,162.34999999999854,2024-12-23,162.34999999999854
2024-12-23 12:20:00+05:30,23770.4,short,2024-12-23 12:21:00+05:30,23776.2,-5.799999999999272,EMA exit,156.54999999999927,2024-12-23,156.54999999999927
2024-12-23 12:21:00+05:30,23776.2,long,2024-12-23 12:22:00+05:30,23755.3,-20.900000000001455,EMA exit,135.64999999999782,2024-12-23,135.64999999999782
2024-12-23 12:22:00+05:30,23755.3,short,2024-12-23 12:35:00+05:30,23724.55,30.75,Target,166.39999999999782,2024-12-23,166.39999999999782
2024-12-23 12:42:00+05:30,23731.15,long,2024-12-23 12:47:00+05:30,23728.5,-2.650000000001455,EMA exit,163.74999999999636,2024-12-23,163.74999999999636
2024-12-23 12:47:00+05:30,23728.5,short,2024-12-23 12:53:00+05:30,23695.55,32.95000000000073,Target,196.6999999999971,2024-12-23,196.6999999999971
2024-12-23 13:02:00+05:30,23714.75,long,2024-12-23 13:07:00+05:30,23698.65,-16.099999999998545,EMA exit,180.59999999999854,2024-12-23,180.59999999999854
2024-12-23 13:07:00+05:30,23698.65,short,2024-12-23 13:15:00+05:30,23697.9,0.75,EMA exit,181.34999999999854,2024-12-23,181.34999999999854
2024-12-23 13:15:00+05:30,23697.9,long,2024-12-23 13:19:00+05:30,23682.35,-15.55000000000291,EMA exit,165.79999999999563,2024-12-23,165.79999999999563
2024-12-23 13:19:00+05:30,23682.35,short,2024-12-23 13:24:00+05:30,23688.35,-6.0,EMA exit,159.79999999999563,2024-12-23,159.79999999999563
2024-12-23 13:24:00+05:30,23688.35,long,2024-12-23 13:25:00+05:30,23682.4,-5.94999999999709,EMA exit,153.84999999999854,2024-12-23,153.84999999999854
2024-12-23 13:25:00+05:30,23682.4,short,2024-12-23 13:34:00+05:30,23648.8,33.60000000000218,Target,187.45000000000073,2024-12-23,187.45000000000073
2024-12-23 13:38:00+05:30,23677.6,long,2024-12-23 13:46:00+05:30,23708.7,31.100000000002183,Target,218.5500000000029,2024-12-23,218.5500000000029
2024-12-23 13:50:00+05:30,23693.65,short,2024-12-23 13:51:00+05:30,23695.55,-1.8999999999978172,EMA exit,216.6500000000051,2024-12-23,216.6500000000051
2024-12-23 13:51:00+05:30,23695.55,long,2024-12-23 13:53:00+05:30,23694.45,-1.0999999999985448,EMA exit,215.55000000000655,2024-12-23,215.55000000000655
2024-12-23 13:53:00+05:30,23694.45,short,2024-12-23 14:04:00+05:30,23662.35,32.10000000000218,Target,247.65000000000873,2024-12-23,247.65000000000873
2024-12-23 14:07:00+05:30,23676.7,long,2024-12-23 14:08:00+05:30,23672.65,-4.049999999999272,EMA exit,243.60000000000946,2024-12-23,243.60000000000946
2024-12-23 14:08:00+05:30,23672.65,short,2024-12-23 14:09:00+05:30,23680.55,-7.899999999997817,EMA exit,235.70000000001164,2024-12-23,235.70000000001164
2024-12-23 14:09:00+05:30,23680.55,long,2024-12-23 14:18:00+05:30,23728.7,48.150000000001455,Target,283.8500000000131,2024-12-23,283.8500000000131
2024-12-23 14:27:00+05:30,23723.8,short,2024-12-23 14:28:00+05:30,23732.15,-8.350000000002183,EMA exit,275.5000000000109,2024-12-23,275.5000000000109
2024-12-23 14:28:00+05:30,23732.15,long,2024-12-23 14:40:00+05:30,23767.7,35.54999999999927,Target,311.0500000000102,2024-12-23,311.0500000000102
2024-12-23 14:43:00+05:30,23752.6,short,2024-12-23 14:51:00+05:30,23742.8,9.799999999999272,EMA exit,320.85000000000946,2024-12-23,320.85000000000946
2024-12-23 14:51:00+05:30,23742.8,long,2024-12-23 14:54:00+05:30,23735.95,-6.849999999998545,EMA exit,314.0000000000109,2024-12-23,314.0000000000109
2024-12-23 14:54:00+05:30,23735.95,short,2024-12-23 14:57:00+05:30,23741.45,-5.5,EMA exit,308.5000000000109,2024-12-23,308.5000000000109
2024-12-23 14:57:00+05:30,23741.45,long,2024-12-23 14:58:00+05:30,23739.85,-1.6000000000021828,EMA exit,306.90000000000873,2024-12-23,306.90000000000873
2024-12-23 14:58:00+05:30,23739.85,short,2024-12-23 15:00:00+05:30,23751.75,-11.900000000001455,EMA exit,295.0000000000073,2024-12-23,295.0000000000073
2024-12-23 15:00:00+05:30,23751.75,long,2024-12-23 15:01:00+05:30,23733.1,-18.650000000001455,EMA exit,276.3500000000058,2024-12-23,276.3500000000058
2024-12-23 15:01:00+05:30,23733.1,short,2024-12-23 15:04:00+05:30,23740.15,-7.05000000000291,EMA exit,269.3000000000029,2024-12-23,269.3000000000029
2024-12-23 15:04:00+05:30,23740.15,long,2024-12-23 15:15:00+05:30,23753.2,13.049999999999272,EMA exit,282.3500000000022,2024-12-23,282.3500000000022
2024-12-23 15:15:00+05:30,23753.2,short,2024-12-23 15:16:00+05:30,23755.6,-2.399999999997817,EMA exit,279.95000000000437,2024-12-23,279.95000000000437
2024-12-23 15:16:00+05:30,23755.6,long,2024-12-23 15:24:00+05:30,23762.2,6.600000000002183,EMA exit,286.55000000000655,2024-12-23,286.55000000000655
2024-12-23 15:24:00+05:30,23762.2,short,2024-12-23 15:29:00+05:30,23747.2,15.0,End of Data,301.55000000000655,2024-12-23,301.55000000000655
